CTRL1	CTRL2	CTRL3	CIP1	CIP2	CIP3	ID	TYPE	NAME	???	DESCRIPTION
66	50	13	45	43	57	PA4884	CDS			hypothetical protein
268	149	91	165	152	158	PA4885	CDS	irlR		two-component response regulator
567	378	243	336	302	358	PA4886	CDS			two-component sensor
1834	1093	873	511	448	609	PA4887	CDS			major facilitator superfamily transporter
9856	5326	4527	791	907	693	PA4888	CDS	desB		acyl-CoA desaturase
14731	8858	4946	1336	1813	1230	PA4889	CDS			oxidoreductase
1969	1121	794	227	296	398	PA4890	CDS	desT		transcriptional regulator
532	243	234	131	99	207	PA4891	CDS	ureE		urease accessory protein UreE
274	137	93	81	100	106	PA4892	CDS	ureF		urease accessory protein UreF
280	140	77	56	72	80	PA4893	CDS	ureG		urease accessory protein UreG
153	78	46	13	22	20	PA4894	CDS			hypothetical protein
135	97	28	38	48	49	PA4895	CDS			transmembrane sensor
73	36	29	28	36	69	PA4896	CDS			RNA polymerase sigma factor
481	288	214	333	378	360	PA4897	CDS			hypothetical protein
171	73	63	96	95	128	PA4898	CDS	opdK		vanillate porin OpdK
786	429	144	396	374	408	PA4899	CDS			aldehyde dehydrogenase
318	206	93	135	143	193	PA4900	CDS			major facilitator superfamily transporter
252	129	56	106	110	145	PA4901	CDS	mdlC	4.1.1.7	benzoylformate decarboxylase
451	224	149	167	160	235	PA4902	CDS			transcriptional regulator
151	107	65	126	148	156	PA4903	CDS			major facilitator superfamily transporter
217	119	92	183	166	223	PA4904	CDS	vanA		vanillate O-demethylase oxygenase
228	167	81	194	182	190	PA4905	CDS	vanB		vanillate O-demethylase
1510	881	662	466	505	587	PA4906	CDS			transcriptional regulator
2488	1340	674	613	503	799	PA4907	CDS			short-chain dehydrogenase
155	107	41	276	215	143	PA4908	CDS		4.3.1.12	ornithine cyclodeaminase
268	151	125	434	349	334	PA4909	CDS			ABC transporter ATP-binding protein
268	162	83	290	212	217	PA4910	CDS			ABC transporter ATP-binding protein
189	110	65	155	132	155	PA4911	CDS			branched-chain amino acid ABC transporter permease
544.768	262	195	474.246	367.272	484.249	PA4912	CDS			branched-chain amino acid ABC transporter
3142	1581	1025	1830	1434	1703	PA4913	CDS			ABC transporter
674	390	271	329	288	344	PA4914	CDS			transcriptional regulator
6150	3122	2364	5580	5492	6714	PA4915	CDS			chemotaxis transducer
3171	1751	743	2529	2340	2684	PA4916	CDS			hypothetical protein
2016	1375	464	2923	2399	1976	PA4917	CDS			hypothetical protein
3076	1856	861	826	834	1419	PA4918	CDS			hypothetical protein
5919.64	3613	2209.62	1488	1450	2338	PA4919	CDS	pncB1	6.3.4.21	nicotinate phosphoribosyltransferase
4395	2629	1126	1293	1222	1786	PA4920	CDS	nadE	6.3.1.5	NAD synthetase
1175	765	308	583	474	542	PA4921	CDS			hypothetical protein
69802	39110	55551	80855	64115	41402	PA4922	CDS	azu		azurin
572	392	193	271	242	416	PA4923	CDS			hypothetical protein
1652	1111	668	598	612	742	PA4924	CDS			hypothetical protein
1117	605	411	988	1181	1327	PA4925	CDS			hypothetical protein
1157	660	412	532	550	548	PA4926	CDS			hypothetical protein
2025	1322	733	951	996	878	PA4927	CDS			hypothetical protein
5963	3330	1998	1278	1114	2100	PA4928	CDS			hypothetical protein
29533	14013	11184	11329	11718	14522	PA4929	CDS			hypothetical protein
6157	3492	2489	3832	3210	4546	PA4930	CDS	alr		biosynthetic alanine racemase
7486	3984	2411	2975	2452	3182	PA4931	CDS	dnaB		replicative DNA helicase
23955	15043	6640	5885	5277	8980	PA4932	CDS	rplI		50S ribosomal protein L9
30916	19435	5792	4209	4139	7173	PA4933	CDS			hypothetical protein
22299	13402	6971	3734	3182	6522	PA4934	CDS	rpsR		30S ribosomal protein S18
47373	26543	16479	9200	7840	17518	PA4935	CDS	rpsF		30S ribosomal protein S6
5995	3471	1226	2139	2002	1817	PA4936	CDS			23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB
42489	22808	9761	9301	8484	9664	PA4937	CDS	rnr		exoribonuclease R
662	633	605.5	285.5	407	414.5	PA4937.1	tRNA			tRNA-Leu
662	633	605.5	285.5	407	414.5	PA4937.2	tRNA			tRNA-Leu
20222	11917	4866	3243	3086	4044	PA4938	CDS	purA	6.3.4.4	adenylosuccinate synthetase
6882	4697	2154	1495	1755	1857	PA4939	CDS			ATP phosphoribosyltransferase
2017	1370	1000	536	615	718	PA4940	CDS			hypothetical protein
22801	13093	7819	7899	7307	9633	PA4941	CDS	hflC		protease subunit HflC
23064	14413	5554	6079	6198	6830	PA4942	CDS	hflK		protease subunit HflK
27985	18315	11622	17702	15543	15139	PA4943	CDS			GTP-binding protein
34133	20450	23433	28962	21773	27651	PA4944	CDS	hfq		RNA-binding protein Hfq
36112	19423	22037	14994	13753	17494	PA4945	CDS	miaA	2.5.1.75	tRNA delta(2)-isopentenylpyrophosphate transferase
13812	8790	4891	7347	7030	8124	PA4946	CDS	mutL		DNA mismatch repair protein
10692	5774	5390	4358	4785	5839	PA4947	CDS	amiB		N-acetylmuramoyl-L-alanine amidase
1293	735	749	834	812	752	PA4948	CDS			hypothetical protein
2799	1934	818	1313	1441	1326	PA4949	CDS			hypothetical protein
3767	2124	1463	2929	2388	2252	PA4950	CDS			hypothetical protein
4324	2600	1914	1891	2017	1807	PA4951	CDS	orn	3.1.-.-	oligoribonuclease
4081	2538	2145	1550	1596	1945	PA4952	CDS			ribosome-associated GTPase
6520	3706	2955	1626	1737	1857	PA4953	CDS	motB		flagellar motor protein MotB
9042	4585	3470	1546	1760	2053	PA4954	CDS	motA		flagellar motor protein MotA
2838	1569	1105	1168	1232	1070	PA4955	CDS			hypothetical protein
2384	1404	839	438	471	812	PA4956	CDS	rhdA		thiosulfate:cyanide sulfurtransferase
4528	2438	1285	829	760	1464	PA4957	CDS	psd	4.1.1.65	phosphatidylserine decarboxylase
8680	4778	2841	2887	2643	2941	PA4958	CDS	fimW		cyclic-di-GMP receptor FimW
13922	7485	7148	4666	4782	5612	PA4959	CDS	fimX		protein FimX
7486	4738	2648	2189	2119	2651	PA4960	CDS			phosphoserine phosphatase
7341	4344	3705	2782	3400	3818	PA4961	CDS			hypothetical protein
514	322	245	202	163	230	PA4962	CDS			hypothetical protein
5973	4139	3302	3994	4246	4159	PA4963	CDS			hypothetical protein
6765	3835	2111	2548	2458	3251	PA4964	CDS	parC	5.99.1.-	DNA topoisomerase IV subunit A
979	597	389	952	696	672	PA4965	CDS			hypothetical protein
2146	1264	558	906	771	1044	PA4966	CDS			hypothetical protein
7828	5098	2398	2059	1994	3097	PA4967	CDS	parE		DNA topoisomerase IV subunit B
2139	1235	760	455	512	805	PA4968	CDS			hypothetical protein
1917	1152	719	666	874	1062	PA4969	CDS	cpdA		cAMP phosphodiesterase
1624	994	387	642	727	671	PA4970	CDS			hypothetical protein
3916	2379	1279	1958	1938	2056	PA4971	CDS	aspP		adenosine diphosphate sugar pyrophosphatase
4546	2510	1584	1398	1536	2055	PA4972	CDS			hypothetical protein
2422	1219	1281	940	898	1109	PA4973	CDS	thiC		thiamine biosynthesis protein ThiC
5537	3120	1701	1384	1413	2707	PA4974	CDS			hypothetical protein
1457	947	461	997	827	1080	PA4975	CDS			NAD(P)H quinone oxidoreductase
926	588	256	368	366	316	PA4976	CDS	aruH		arginine:pyruvate transaminase AruH
487	252	126	390	316	415	PA4977	CDS	aruI		hypothetical protein
259	126	53	169	99	164	PA4978	CDS			hypothetical protein
176	96	83	116	113	145	PA4979	CDS			acyl-CoA dehydrogenase
82	56	46	35	40	56	PA4980	CDS			enoyl-CoA hydratase
448	161	214	199	192	262	PA4981	CDS			amino acid permease
385	230	107	353	288	331	PA4982	CDS			two-component sensor
846	531	368	477	455	638	PA4983	CDS			two-component response regulator
1337	779	395	644	675	713	PA4984	CDS			transcriptional regulator
324	149	50	146	128	241	PA4985	CDS			hypothetical protein
702	421	226	497	450	818	PA4986	CDS			oxidoreductase
295	225	127	137	132	175	PA4987	CDS			transcriptional regulator
1545	886	463	590	536	838	PA4988	CDS	waaA		3-deoxy-D-manno-octulosonic acid transferase
420	267	191	356	337	328	PA4989	CDS			transcriptional regulator
252	148	100	84	91	98	PA4990	CDS			SMR multidrug efflux transporter
2606	1634	711	504	510	782	PA4991	CDS			hypothetical protein
1726	1041	532	347	318	571	PA4992	CDS			hypothetical protein
873	496	225	276	266	336	PA4993	CDS			hypothetical protein
566	325	207	284	253	265	PA4994	CDS			acyl-CoA dehydrogenase
991	646	289	283	269	302	PA4995	CDS			acyl-CoA dehydrogenase
12416	7680	3862	2963	3326	3809	PA4996	CDS	rfaE		bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase
12244	7532	6206	1752	1960	2981	PA4997	CDS	msbA		transporter MsbA
3424	1994	2431	1268	1184	1656	PA4998	CDS			hypothetical protein
4392	2511	3561	1732	1582	2008	PA4999	CDS	waaL		O-antigen ligase WaaL
4175	2234	2428	2788	2404	3344	PA5000	CDS	wapR		alpha-1,3-rhamnosyltransferase WapR
3639	2071	1815	1589	1408	1923	PA5001	CDS			hypothetical protein
4112	2420	1663	859	893	1080	PA5002	CDS			hypothetical protein
4748	2657	1670	1831	1585	1818	PA5003	CDS			hypothetical protein
10404	5868	2825	4807	4479	3890	PA5004	CDS			glycosyl transferase family protein
22529	12642	7135	5100	4841	6235	PA5005	CDS			carbamoyl transferase
4553	2691	1595	1842	1856	2069	PA5006	CDS			hypothetical protein
2478	1363	857	963	966	1163	PA5007	CDS			hypothetical protein
2453	1480	1057	1107	1039	1234	PA5008	CDS			hypothetical protein
2256	1140	867	861	823	1116	PA5009	CDS	waaP		lipopolysaccharide kinase WaaP
3821	2292	1261	1462	1344	1707	PA5010	CDS	waaG		UDP-glucose:(heptosyl) LPS alpha 1,3-glucosyltransferase WaaG
3814	2238	1042	1634	1457	1842	PA5011	CDS	waaC		heptosyltransferase I
4194	2412	1111	1306	1206	1444	PA5012	CDS	waaF		heptosyltransferase II
13713	8496	4803	5744	5389	6151	PA5013	CDS	ilvE	2.6.1.42	branched-chain amino acid aminotransferase
13375	7862	4271	4077	4281	4709	PA5014	CDS	glnE	2.7.7.42	bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase
61741	31341	15667	7570	7517	10112	PA5015	CDS	aceE		pyruvate dehydrogenase subunit E1
31748	15647	5672	3728	3565	4564	PA5016	CDS	aceF		dihydrolipoamide acetyltransferase
20235	10133	9258	4504	3994	4354	PA5017	CDS			hypothetical protein
4322	2333	1471	1926	1932	2081	PA5018	CDS	msrA		peptide methionine sulfoxide reductase
2677	1610	797	1307	1220	1380	PA5019	CDS			hypothetical protein
2506	1186	804	1165	1083	1074	PA5020	CDS			acyl-CoA dehydrogenase
1848	1084	701	563	675	839	PA5021	CDS			sodium/hydrogen antiporter
5297	2696	2271	1623	1615	2189	PA5022	CDS			potassium efflux protein KefA
1211	630	425	668	535	680	PA5023	CDS			hypothetical protein
1108	576	286	559	535	624	PA5024	CDS			hypothetical protein
1840	966	452	673	585	914	PA5025	CDS	metY	2.5.1.49	O-acetylhomoserine aminocarboxypropyltransferase
368	169	106	141	134	216	PA5026	CDS			hypothetical protein
4803	2320	1015	2793	2176	2041	PA5027	CDS			hypothetical protein
4012	2130	2369	2644	2647	2471	PA5028	CDS			hypothetical protein
381	234	120	175	141	207	PA5029	CDS			transcriptional regulator
6742	2746	1812	455	733	1164	PA5030	CDS			major facilitator superfamily transporter
515	230	202	111	100	139	PA5031	CDS			short-chain dehydrogenase
185	113	72	97	110	120	PA5032	CDS			transcriptional regulator
1283	796	404	338	305	509	PA5033	CDS			hypothetical protein
3269	2083	1176	665	662	945	PA5034	CDS	hemE	4.1.1.37	uroporphyrinogen decarboxylase
3466	1998	1061	1082	994	1548	PA5035	CDS	gltD	1.4.1.13	glutamate synthase subunit beta
13210	7806	4687	3023	2836	4251	PA5036	CDS	gltB	1.4.1.13	glutamate synthase subunit alpha
16787	9770	7090	6415	5813	8036	PA5037	CDS			hypothetical protein
6355	4121	2750	2448	2285	3131	PA5038	CDS	aroB	4.2.3.4	3-dehydroquinate synthase
12262	6223	5172	4257	4307	5076	PA5039	CDS	aroK	2.7.1.71	shikimate kinase
63396	32514	23621	16855	17578	14425	PA5040	CDS	pilQ		type 4 fimbrial biogenesis outer membrane protein PilQ
9415	4909	4600	3053	3365	2777	PA5041	CDS	pilP		type 4 fimbrial biogenesis protein PilP
9471	5693	4550	4392	4367	3295	PA5042	CDS	pilO		type 4 fimbrial biogenesis protein PilO
9350	5584	3892	3794	3828	2823	PA5043	CDS	pilN		type 4 fimbrial biogenesis protein PilN
44440	22471	19782	15528	11718	16718	PA5044	CDS	pilM		type 4 fimbrial biogenesis protein PilM
28799	16714	13825	10416	8959	12188	PA5045	CDS	ponA		penicillin-binding protein 1A
12939	7755	4961	4178	3128	5036	PA5046	CDS			malic enzyme
4484	2570	1774	2598	2419	2781	PA5047	CDS			hypothetical protein
1643	1085	535	892	885	1009	PA5048	CDS			nuclease
34707	20316	25828	10913	10026	23592	PA5049	CDS	rpmE		50S ribosomal protein L31
2534	1480	855	635	632	904	PA5050	CDS	priA		primosome assembly protein PriA
16938	8225	3528	3601	3047	4402	PA5051	CDS	argS	6.1.1.19	arginine--tRNA ligase
3401	1747	615	574	504	779	PA5052	CDS			hypothetical protein
2382	1103	702	3045	2600	3655	PA5053	CDS	hslV	3.4.25.1	ATP-dependent protease peptidase subunit
5775	2772	1349	5930	5276	6540	PA5054	CDS	hslU		ATP-dependent protease ATP-binding subunit HslU
1740	696	909	967	963	876	PA5055	CDS			hypothetical protein
3727.58	1960.64	1364.34	1426.26	1394.86	1536.96	PA5056	CDS	phaC1		poly(3-hydroxyalkanoic acid) synthase
2052	1140	705	1225	1098	1128	PA5057	CDS	phaD		poly(3-hydroxyalkanoic acid) depolymerase
1562.42	764.361	524.664	743.738	748.138	822.044	PA5058	CDS	phaC2		poly(3-hydroxyalkanoic acid) synthase
730	365	220	320	263	291	PA5059	CDS			transcriptional regulator
33385	17101	11568	17417	14669	16572	PA5060	CDS	phaF		polyhydroxyalkanoate synthesis protein PhaF
4160	2303	1884	2679	2139	2589	PA5061	CDS			hypothetical protein
1609	719	912	459	620	726	PA5062	CDS			hypothetical protein
11698	6354	5160	1569	1703	2681	PA5063	CDS	ubiE	2.1.1.-	ubiquinone/menaquinone biosynthesis methyltransferase
3970	2211	1491	435	496	677	PA5064	CDS			hypothetical protein
6499	3893	3065	1247	1101	1659	PA5065	CDS	ubiB		ubiquinone biosynthetic protein UbiB
4136	2291	2116	1642	1772	2166	PA5066	CDS	hisI	3.5.4.19	phosphoribosyl-AMP cyclohydrolase
3856	2047	1737	983	1063	1309	PA5067	CDS	hisE	3.6.1.31	phosphoribosyl-ATP pyrophosphatase
5371	3138	2474	2452	2684	2779	PA5068	CDS	tatA		twin-arginine translocation protein TatA
2789	1685	821	532	522	659	PA5069	CDS	tatB		sec-independent translocase
4538	2440	2132	1073	967	1359	PA5070	CDS	tatC		transporter TatC
1603	877	628	347	362	460	PA5071	CDS			16S ribosomal RNA methyltransferase RsmE
2329	1257	693	402	436	549	PA5072	CDS			chemotaxis transducer
1609	800	991	639	703	876	PA5073	CDS			hypothetical protein
1480	873	567	528	441	706	PA5074	CDS			ABC transporter ATP-binding protein
2149	1251	536	417	337	756	PA5075	CDS			ABC transporter permease
3715	2139	1301	1168	923	2582	PA5076	CDS			ABC transporter
9805	5387	3089	5603	4566	6538	PA5077	CDS	mdoH		glucosyltransferase MdoH
15668	8568	4978	5406	4502	7982	PA5078	CDS			glucan biosynthesis protein G
857	503	153	195	185	202	PA5079	CDS			D-tyrosyl-tRNA(Tyr) deacylase
4627	2483	1405	1037	1033	1868	PA5080	CDS			prolyl aminopeptidase
404	281	119	269	241	364	PA5081	CDS			hypothetical protein
779.189	452.175	437.156	521	505.163	615	PA5082	CDS			ABC transporter
241	142	81	107	117	106	PA5083	CDS			hypothetical protein
720	403	215	372	443	429	PA5084	CDS			oxidoreductase
1524	958	587	715	863	845	PA5085	CDS			transcriptional regulator
1151	676	731	672	515	889	PA5087	CDS			hypothetical protein
491	299	391	391	322	445	PA5088	CDS			hypothetical protein
997	558	344	494	353	525	PA5089	CDS			hypothetical protein
1235	666	462	409	385	569	PA5090	CDS			hypothetical protein
1720	790	395	1682	1108	1253	PA5091	CDS	hutG		N-formylglutamate amidohydrolase
1962	1005	392	1916	1355	1470	PA5092	CDS	hutI	3.5.2.7	imidazolonepropionase
1284	801	388	2177	1432	1565	PA5093	CDS			histidine/phenylalanine ammonia-lyase
621	382	251	872	530	685	PA5094	CDS			ABC transporter ATP-binding protein
744	383	196	1028	617	844	PA5095	CDS			ABC transporter permease
630	351	186	1275	733	854	PA5096	CDS			ABC transporter
1138	612	294	1471	883	1223	PA5097	CDS			amino acid permease
2334	1295	434	2245	1177	1972	PA5098	CDS	hutH	4.3.1.3	histidine ammonia-lyase
2947	1370	469	1517	791	1360	PA5099	CDS			transporter
14400	6921	1717	4753	2228	4579	PA5100	CDS	hutU	4.2.1.49	urocanate hydratase
663	384	221	899	850	913	PA5101	CDS			hypothetical protein
303	185	151	172	171	174	PA5102	CDS			hypothetical protein
2596	1327	1066	938	1068	1179	PA5103	CDS			hypothetical protein
1826	1132	734	909	787	910	PA5104	CDS			hypothetical protein
10176	5171	4884	2512	2210	3369	PA5105	CDS	hutC		histidine utilization repressor HutC
4977	2984	1694	2886	2140	3211	PA5106	CDS			N-formimino-L-glutamate deiminase
3058	1925	1033	1457	1434	1572	PA5107	CDS	blc		outer membrane lipoprotein Blc
2317	1371	1173	1266	1200	1556	PA5108	CDS			hypothetical protein
3083	2001	1019	810	815	1041	PA5109	CDS			hypothetical protein
10485	6040	4352	2070	2126	3291	PA5110	CDS	fbp	3.1.3.11	fructose-1,6-bisphosphatase
1550	673	622	1204	961	1202	PA5111	CDS	gloA3		lactoylglutathione lyase
7755	4049	2561	4955	4209	5661	PA5112	CDS	estA		esterase
2835	1850	620	1154	1020	1249	PA5113	CDS			hypothetical protein
5530	3470	2234	2171	2163	3164	PA5114	CDS			hypothetical protein
634	338	193	154	152	194	PA5115	CDS			hypothetical protein
556	385	188	136	191	244	PA5116	CDS			transcriptional regulator
12837	7131	3565	1379	1178	2771	PA5117	CDS	typA		regulatory protein TypA
4941	3159	1830	830	818	1497	PA5118	CDS	thiI		thiamine biosynthesis protein ThiI
84151	44426	26770	9332	9200	11224	PA5119	CDS	glnA		glutamine synthetase
417	231	151	209	187	233	PA5120	CDS			hypothetical protein
2399	1379	857	876	831	1135	PA5121	CDS			hypothetical protein
1422	788	690	475	515	723	PA5122	CDS			hypothetical protein
935	425	404	302	299	406	PA5123	CDS			hypothetical protein
1659	858	825	683	529	766	PA5124	CDS	ntrB		two-component sensor NtrB
3691.08	2009	1284	962	875	1072	PA5125	CDS	ntrC		two-component response regulator NtrC
451	275	200	210	234	240	PA5126	CDS			hypothetical protein
784	428	398	186	198	335	PA5127	CDS			rRNA methylase
12875	6432	9746	3847	3331	6236	PA5128	CDS	secB		preprotein translocase subunit SecB
997	634	535	173	201	357	PA5129	CDS	grx		glutaredoxin
2273	1210	1084	531	511	1155	PA5130	CDS			hypothetical protein
7300	3788	1845	2321	1930	3742	PA5131	CDS	pgm		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
262	147	74	82	77	130	PA5132	CDS			hypothetical protein
5147	2884	2909	1522	1778	2443	PA5133	CDS			hypothetical protein
7591	4517	2271	2233	2004	2966	PA5134	CDS			carboxyl-terminal protease
963	557	374	304	332	460	PA5135	CDS			hypothetical protein
2188	1226	697	882	749	1478	PA5136	CDS			hypothetical protein
1129	687	399	1754	1102	1547	PA5137	CDS			hypothetical protein
1783	1123	922	771	726	1361	PA5138	CDS			hypothetical protein
1265	835	531	230	252	371	PA5139	CDS			hypothetical protein
2102	1274	591	820	719	888	PA5140	CDS	hisF1	4.1.3.-	imidazole glycerol phosphate synthase subunit HisF
2921	1755	816	986	759	1391	PA5141	CDS	hisA	5.3.1.16	1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
2574	1661	751	913	969	1337	PA5142	CDS	hisH1	2.4.2.-	imidazole glycerol phosphate synthase subunit HisH
3796	2343	1633	1232	1200	1926	PA5143	CDS	hisB	4.2.1.19	imidazoleglycerol-phosphate dehydratase
129	78	51	55	65	92	PA5144	CDS			hypothetical protein
707	419	238	312	304	421	PA5145	CDS			hypothetical protein
8197	4338	2557	2002	1880	3158	PA5146	CDS			hypothetical protein
2375	1349	677	1114	847	1231	PA5147	CDS	mutY		A/G-specific adenine glycosylase
1515	903	563	800	665	775	PA5148	CDS			hypothetical protein
1900	1184	505	778	737	900	PA5149	CDS			hypothetical protein
67	65	53	39	35	35	PA5149.1	tRNA			tRNA-Phe
1666	1036	635	655	677	680	PA5150	CDS			short-chain dehydrogenase
993	627	339	318	384	317	PA5151	CDS			hypothetical protein
3251	1796	1799	1406	1389	2175	PA5152	CDS			ABC transporter ATP-binding protein
4913	2573	2213	4912	3646	7655	PA5153	CDS			amino acid ABC transporter substrate-binding protein
