id	type	gene	version	description
PaeAG1_05393	CDS	esiB		Secretory immunoglobulin A-binding protein EsiB
PaeAG1_05394	CDS	eptC	2.7.-.-	Phosphoethanolamine transferase EptC
PaeAG1_05395	CDS			hypothetical protein
PaeAG1_05396	CDS	speC		ornithine decarboxylase
PaeAG1_05397	CDS			chemotaxis transducer
PaeAG1_05398	CDS			hypothetical protein
PaeAG1_05399	CDS	ampD		N-acetyl-anhydromuranmyl-L-alanine amidase
PaeAG1_05400	CDS			IS5 family transposase ISPst8
PaeAG1_05401	CDS			IS5 family transposase ISPst8
PaeAG1_05402	CDS			hypothetical protein
PaeAG1_05403	CDS	nadC	2.4.2.19	nicotinate-nucleotide pyrophosphorylase
PaeAG1_05404	tRNA			tRNA-Thr
PaeAG1_05405	CDS			hypothetical protein
PaeAG1_05406	CDS	pilA		type 4 fimbrial protein PilA
PaeAG1_05407	CDS	pilB		type 4 fimbrial biogenesis protein PilB
PaeAG1_05408	CDS			type II secretion system protein
PaeAG1_05409	CDS	pilD		type 4 prepilin peptidase PilD
PaeAG1_05410	CDS	coaE	2.7.1.24	dephospho-CoA kinase
PaeAG1_05411	CDS			zinc-binding protein
PaeAG1_05412	CDS			hypothetical protein
PaeAG1_05413	CDS			hypothetical protein
PaeAG1_05414	CDS			hypothetical protein
PaeAG1_05415	CDS	ypeA	2.3.1.-	Acetyltransferase YpeA
PaeAG1_05416	CDS			hypothetical protein
PaeAG1_05417	CDS			hypothetical protein
PaeAG1_05418	CDS			hypothetical protein
PaeAG1_05419	CDS	ndh		NADH dehydrogenase
PaeAG1_05420	CDS	zapE_3		Cell division protein ZapE
PaeAG1_05421	CDS	hxuB_1		Heme/hemopexin transporter protein HuxB
PaeAG1_05422	CDS			hypothetical protein
PaeAG1_05423	CDS	soj_4		chromosome partitioning protein Soj
PaeAG1_05424	CDS			hypothetical protein
PaeAG1_05425	CDS			hypothetical protein
PaeAG1_05426	CDS			hypothetical protein
PaeAG1_05427	CDS			hypothetical protein
PaeAG1_05428	CDS			hypothetical protein
PaeAG1_05429	CDS			hypothetical protein
PaeAG1_05430	CDS	dnaB_2		replicative DNA helicase
PaeAG1_05431	CDS			hypothetical protein
PaeAG1_05432	CDS			hypothetical protein
PaeAG1_05433	CDS			hypothetical protein
PaeAG1_05434	CDS			hypothetical protein
PaeAG1_05435	CDS			hypothetical protein
PaeAG1_05436	CDS			hypothetical protein
PaeAG1_05437	CDS			nucleoid-associated protein NdpA
PaeAG1_05438	CDS			hypothetical protein
PaeAG1_05439	CDS			hypothetical protein
PaeAG1_05440	CDS			hypothetical protein
PaeAG1_05441	CDS			hypothetical protein
PaeAG1_05442	CDS			hypothetical protein
PaeAG1_05443	CDS			hypothetical protein
PaeAG1_05444	CDS			hypothetical protein
PaeAG1_05445	CDS			hypothetical protein
PaeAG1_05446	CDS			hypothetical protein
PaeAG1_05447	CDS			hypothetical protein
PaeAG1_05448	CDS			Single-stranded DNA-binding protein
PaeAG1_05449	CDS	topA_3	5.6.2.1	DNA topoisomerase I
PaeAG1_05450	CDS			hypothetical protein
PaeAG1_05451	CDS			hypothetical protein
PaeAG1_05452	CDS	rapA_2	3.6.4.-	RNA polymerase-associated protein RapA
PaeAG1_05453	CDS			hypothetical protein
PaeAG1_05454	CDS			hypothetical protein
PaeAG1_05455	CDS			hypothetical protein
PaeAG1_05456	CDS			hypothetical protein
PaeAG1_05457	CDS			hypothetical protein
PaeAG1_05458	CDS	tcpE		Toxin coregulated pilus biosynthesis protein E
PaeAG1_05459	CDS			hypothetical protein
PaeAG1_05460	CDS	pilT_2		twitching motility protein PilT
PaeAG1_05461	CDS			hypothetical protein
PaeAG1_05462	CDS			hypothetical protein
PaeAG1_05463	CDS			hypothetical protein
PaeAG1_05464	CDS			hypothetical protein
PaeAG1_05465	CDS			hypothetical protein
PaeAG1_05466	CDS			hypothetical protein
PaeAG1_05467	CDS			hypothetical protein
PaeAG1_05468	CDS			hypothetical protein
PaeAG1_05469	CDS			hypothetical protein
PaeAG1_05470	CDS			hypothetical protein
PaeAG1_05471	CDS			hypothetical protein
PaeAG1_05472	CDS			hypothetical protein
PaeAG1_05473	CDS			hypothetical protein
PaeAG1_05474	CDS			hypothetical protein
PaeAG1_05475	CDS			hypothetical protein
PaeAG1_05476	CDS			hypothetical protein
PaeAG1_05477	CDS			hypothetical protein
PaeAG1_05478	CDS			hypothetical protein
PaeAG1_05479	CDS			hypothetical protein
PaeAG1_05480	CDS			hypothetical protein
PaeAG1_05481	CDS			hypothetical protein
PaeAG1_05482	CDS			hypothetical protein
PaeAG1_05483	CDS			hypothetical protein
PaeAG1_05484	CDS			hypothetical protein
PaeAG1_05485	CDS			hypothetical protein
PaeAG1_05486	CDS			hypothetical protein
PaeAG1_05487	CDS	addA	3.6.4.12	ATP-dependent helicase/nuclease subunit A
PaeAG1_05488	CDS			hypothetical protein
PaeAG1_05489	CDS			hypothetical protein
PaeAG1_05490	CDS			hypothetical protein
PaeAG1_05491	CDS			hypothetical protein
PaeAG1_05492	CDS			hypothetical protein
PaeAG1_05493	CDS			hypothetical protein
PaeAG1_05494	CDS			hypothetical protein
PaeAG1_05495	CDS			hypothetical protein
PaeAG1_05496	CDS			hypothetical protein
PaeAG1_05497	CDS			hypothetical protein
PaeAG1_05498	CDS			hypothetical protein
PaeAG1_05499	CDS			hypothetical protein
PaeAG1_05500	CDS			hypothetical protein
PaeAG1_05501	CDS			hypothetical protein
PaeAG1_05502	CDS			hypothetical protein
PaeAG1_05503	CDS			hypothetical protein
PaeAG1_05504	CDS			hypothetical protein
PaeAG1_05505	CDS			hypothetical protein
PaeAG1_05506	CDS			hypothetical protein
PaeAG1_05507	CDS			hypothetical protein
PaeAG1_05508	CDS			hypothetical protein
PaeAG1_05509	CDS			hypothetical protein
PaeAG1_05510	CDS			hypothetical protein
PaeAG1_05511	CDS			hypothetical protein
PaeAG1_05512	CDS			hypothetical protein
PaeAG1_05513	CDS			IS256 family transposase ISRso7
PaeAG1_05514	CDS			hypothetical protein
PaeAG1_05515	CDS	xerC_1		Tyrosine recombinase XerC
PaeAG1_05516	tRNA			tRNA-Lys
PaeAG1_05517	tRNA			tRNA-Pro
PaeAG1_05518	tRNA			tRNA-Asn
PaeAG1_05519	CDS	clpB		chaperone protein ClpB
PaeAG1_05520	CDS	yfiH	1.10.3.-	Polyphenol oxidase
PaeAG1_05521	CDS	rluD		pseudouridine synthase
PaeAG1_05522	CDS	comL		competence protein ComL
PaeAG1_05523	CDS			hypothetical protein
PaeAG1_05524	CDS	pilS		two-component sensor PilS
PaeAG1_05525	CDS	pilR		two-component response regulator PilR
PaeAG1_05526	CDS			D-amino acid oxidase
PaeAG1_05527	CDS	fimT		type 4 fimbrial biogenesis protein FimT
PaeAG1_05528	CDS	fimU		type 4 fimbrial biogenesis protein FimU
PaeAG1_05529	CDS	pilV		type 4 fimbrial biogenesis protein PilV
PaeAG1_05530	CDS	pilW		type 4 fimbrial biogenesis protein PilW
PaeAG1_05531	CDS	pilX		type 4 fimbrial biogenesis protein PilX
PaeAG1_05532	CDS	pilY1		type 4 fimbrial biogenesis protein PilY1
PaeAG1_05533	CDS	pilY2		type 4 fimbrial biogenesis protein PilY2
PaeAG1_05534	CDS	pilE		type 4 fimbrial biogenesis protein PilE
PaeAG1_05535	CDS	lytB	1.17.7.4	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
PaeAG1_05536	CDS			FkbP-type peptidyl-prolyl cis-trans isomerase
PaeAG1_05537	CDS	lspA_2	3.4.23.36	lipoprotein signal peptidase
PaeAG1_05538	CDS	ileS	6.1.1.5	isoleucine--tRNA ligase
PaeAG1_05539	CDS	ribF	2.7.1.26	bifunctional riboflavin kinase/FMN adenylyltransferase
PaeAG1_05540	CDS	murJ		putative lipid II flippase MurJ
PaeAG1_05541	CDS	rpsT		30S ribosomal protein S20
PaeAG1_05542	CDS			hypothetical protein
PaeAG1_05543	CDS	proB	2.7.2.11	gamma-glutamyl kinase
PaeAG1_05544	CDS	obg		GTPase ObgE
PaeAG1_05545	CDS	rpmA		50S ribosomal protein L27
PaeAG1_05546	CDS	rplU		50S ribosomal protein L21
PaeAG1_05547	CDS	ispB		octaprenyl-diphosphate synthase
PaeAG1_05548	CDS			hypothetical protein
PaeAG1_05549	CDS			cytochrome C
PaeAG1_05550	CDS	fklB		peptidyl-prolyl cis-trans isomerase FklB
PaeAG1_05551	CDS			hypothetical protein
PaeAG1_05552	CDS			hypothetical protein
PaeAG1_05553	CDS			hypothetical protein
PaeAG1_05554	CDS			ATP-dependent protease
PaeAG1_05555	CDS			hypothetical protein
PaeAG1_05556	CDS			hypothetical protein
PaeAG1_05557	CDS			hypothetical protein
PaeAG1_05558	CDS	ybiA	3.2.2.-	N-glycosidase YbiA
PaeAG1_05559	CDS	rtcR		transcriptional regulator RtcR
PaeAG1_05560	tRNA			tRNA-Arg
PaeAG1_05561	CDS			hypothetical protein
PaeAG1_05562	CDS	rtcB_2	6.5.1.-	RNA-splicing ligase RtcB
PaeAG1_05563	CDS			hypothetical protein
PaeAG1_05564	CDS	rtcA	6.5.1.4	RNA 3'-terminal-phosphate cyclase
PaeAG1_05565	CDS			hypothetical protein
PaeAG1_05566	CDS	ccpR		cytochrome C551 peroxidase
PaeAG1_05567	CDS	gdhA	1.4.1.4	glutamate dehydrogenase
PaeAG1_05568	CDS	ompP1		Outer membrane protein P1
PaeAG1_05569	CDS	pra		protein activator
PaeAG1_05570	CDS			multidrug resistance protein
PaeAG1_05571	CDS			hypothetical protein
PaeAG1_05572	CDS			ABC transporter permease
PaeAG1_05573	CDS			ABC transporter ATP-binding protein
PaeAG1_05574	CDS			ABC transporter ATP-binding protein
PaeAG1_05575	CDS			hypothetical protein
PaeAG1_05576	CDS			transcriptional regulator
PaeAG1_05577	CDS	oprJ		multidrug efflux outer membrane protein OprJ
PaeAG1_05578	CDS	mexD		resistance-nodulation-cell division (RND) multidrug efflux transporter MexD
PaeAG1_05579	CDS	mexC		resistance-nodulation-cell division (RND) multidrug efflux membrane fusion protein MexC
PaeAG1_05580	CDS	nfxB		transcriptional regulator NfxB
PaeAG1_05581	CDS	morA		motility regulator
PaeAG1_05582	CDS	glyA3	2.1.2.1	serine hydroxymethyltransferase
PaeAG1_05583	CDS			hypothetical protein
PaeAG1_05584	CDS			cobalamin biosynthesis protein CobW
PaeAG1_05585	CDS			hypothetical protein
PaeAG1_05586	CDS	btsT		Pyruvate/proton symporter BtsT
PaeAG1_05587	CDS			hypothetical protein
PaeAG1_05588	CDS			Cyclic diguanosine monophosphate-binding protein
PaeAG1_05589	CDS	radA		DNA repair protein RadA
PaeAG1_05590	CDS			hypothetical protein
PaeAG1_05591	CDS			hypothetical protein
PaeAG1_05592	CDS			hypothetical protein
PaeAG1_05593	CDS	katB		catalase
PaeAG1_05594	CDS	mscL		large-conductance mechanosensitive channel
PaeAG1_05595	CDS			oxidoreductase
PaeAG1_05596	CDS			C4-dicarboxylate-binding protein
PaeAG1_05597	CDS	rlmG	2.1.1.174	Ribosomal RNA large subunit methyltransferase G
PaeAG1_05598	CDS	pucB		Purine catabolism protein PucB
PaeAG1_05599	CDS	pucA	1.17.1.4	putative xanthine dehydrogenase subunit A
PaeAG1_05600	CDS			cytochrome C
PaeAG1_05601	CDS			oxidoreductase
PaeAG1_05602	CDS			oxidoreductase
PaeAG1_05603	CDS			major facilitator superfamily transporter
PaeAG1_05604	CDS			hypothetical protein
PaeAG1_05605	CDS	hxuB_2		Heme/hemopexin transporter protein HuxB
PaeAG1_05606	CDS			hypothetical protein
PaeAG1_05607	CDS	hprA	1.1.1.29	glycerate dehydrogenase
PaeAG1_05608	CDS			16S rRNA methyltransferase
PaeAG1_05609	CDS	lysP		lysine-specific permease
PaeAG1_05610	CDS	mneA		Putative manganese exporter
PaeAG1_05611	CDS			hypothetical protein
PaeAG1_05612	CDS			hypothetical protein
PaeAG1_05613	CDS	bepA_2	3.4.-.-	Beta-barrel assembly-enhancing protease
PaeAG1_05614	CDS			chemotaxis transducer
PaeAG1_05615	CDS			hypothetical protein
PaeAG1_05616	CDS			transporter
PaeAG1_05617	CDS			hypothetical protein
PaeAG1_05618	CDS			hypothetical protein
PaeAG1_05619	CDS			hypothetical protein
PaeAG1_05620	CDS			hypothetical protein
PaeAG1_05621	CDS			hypothetical protein
PaeAG1_05622	CDS			hypothetical protein
PaeAG1_05623	CDS	mqoB	1.1.5.4	malate:quinone oxidoreductase
PaeAG1_05624	CDS			hypothetical protein
PaeAG1_05625	CDS			hypothetical protein
PaeAG1_05626	CDS			hypothetical protein
PaeAG1_05627	CDS			hypothetical protein
PaeAG1_05628	CDS		2.4.2.8	hypoxanthine-guanine phosphoribosyltransferase
PaeAG1_05629	CDS	upp	2.4.2.9	uracil phosphoribosyltransferase
PaeAG1_05630	CDS	uraA		uracil permease
PaeAG1_05631	CDS			hypothetical protein
PaeAG1_05632	CDS			hypothetical protein
PaeAG1_05633	CDS			hypothetical protein
PaeAG1_05634	CDS			pili assembly chaperone
PaeAG1_05635	CDS	caf1A		F1 capsule-anchoring protein
PaeAG1_05636	CDS			hypothetical protein
PaeAG1_05637	CDS			major facilitator superfamily transporter
PaeAG1_05638	CDS	hemH	4.99.1.1	ferrochelatase
PaeAG1_05639	CDS			Epimerase family protein
PaeAG1_05640	CDS		1.6.3.5	Renalase
PaeAG1_05641	CDS			hypothetical protein
PaeAG1_05642	CDS			transcriptional regulator
PaeAG1_05643	CDS	phr		deoxyribodipyrimidine photolyase
PaeAG1_05644	CDS	pagL		lipid A 3-O-deacylase
PaeAG1_05645	CDS	murI	5.1.1.3	glutamate racemase
PaeAG1_05646	CDS	moeB		molybdopterin biosynthesis protein MoeB
PaeAG1_05647	CDS	hemK	2.1.1.-	methyl transferase
PaeAG1_05648	CDS	prfA		peptide chain release factor 1
PaeAG1_05649	CDS	hemA	1.2.1.70	glutamyl-tRNA reductase
PaeAG1_05650	CDS	bepA_3	3.4.-.-	Beta-barrel assembly-enhancing protease
PaeAG1_05651	CDS			molecular chaperone LolB
PaeAG1_05652	CDS	ipk	2.7.1.148	4-diphosphocytidyl-2C-methyl-D-erythritol kinase
PaeAG1_05653	tRNA			tRNA-Gln
PaeAG1_05654	CDS			50S ribosomal protein L25/general stress protein Ctc
PaeAG1_05655	CDS		3.1.1.29	peptidyl-tRNA hydrolase
PaeAG1_05656	CDS			GTP-dependent nucleic acid-binding protein EngD
PaeAG1_05657	CDS	intS_2		Prophage integrase IntS
PaeAG1_05658	CDS			hypothetical protein
PaeAG1_05659	CDS			hypothetical protein
PaeAG1_05660	CDS			hypothetical protein
PaeAG1_05661	CDS			hypothetical protein
PaeAG1_05662	CDS			hypothetical protein
PaeAG1_05663	CDS			hypothetical protein
PaeAG1_05664	CDS			hypothetical protein
PaeAG1_05665	CDS	paeR7IR	3.1.21.4	Type-2 restriction enzyme PaeR7I
PaeAG1_05666	CDS	paeR7IM	2.1.1.72	Modification methylase PaeR7I
PaeAG1_05667	CDS			DNA invertase
PaeAG1_05668	CDS			hypothetical protein
PaeAG1_05669	CDS			hypothetical protein
PaeAG1_05670	CDS			hypothetical protein
PaeAG1_05671	CDS			hypothetical protein
PaeAG1_05672	CDS			hypothetical protein
PaeAG1_05673	CDS			hypothetical protein
PaeAG1_05674	CDS			hypothetical protein
PaeAG1_05675	CDS			hypothetical protein
PaeAG1_05676	CDS			hypothetical protein
PaeAG1_05677	CDS			hypothetical protein
PaeAG1_05678	CDS			hypothetical protein
PaeAG1_05679	CDS			hypothetical protein
PaeAG1_05680	CDS			hypothetical protein
PaeAG1_05681	CDS			hypothetical protein
PaeAG1_05682	CDS			Tn3 family transposase ISPa38
PaeAG1_05683	CDS			hypothetical protein
PaeAG1_05684	CDS			hypothetical protein
PaeAG1_05685	CDS			hypothetical protein
PaeAG1_05686	CDS			hypothetical protein
PaeAG1_05687	CDS			hypothetical protein
PaeAG1_05688	CDS			DNA invertase
PaeAG1_05689	CDS			Tn3 family transposase TnAs1
PaeAG1_05690	CDS			DNA invertase
PaeAG1_05691	CDS	chrB1		Protein ChrB
PaeAG1_05692	CDS	chrA		Chromate transport protein
PaeAG1_05693	CDS			hypothetical protein
PaeAG1_05694	CDS			hypothetical protein
PaeAG1_05695	CDS	lpdG_3	1.8.1.4	2-oxoglutarate dehydrogenase complex dihydrolipoyl dehydrogenase
PaeAG1_05696	CDS	merP		Mercuric transport protein periplasmic component
PaeAG1_05697	CDS	merT		Mercuric transport protein MerT
PaeAG1_05698	CDS			transcriptional regulator
PaeAG1_05699	CDS			hypothetical protein
PaeAG1_05700	CDS			hypothetical protein
PaeAG1_05701	tRNA			tRNA-Met
PaeAG1_05702	CDS			hypothetical protein
PaeAG1_05703	CDS			TonB-dependent receptor
PaeAG1_05704	CDS			carbonic anhydrase
PaeAG1_05705	CDS			hypothetical protein
PaeAG1_05706	CDS	rimI		peptide n-acetyltransferase RimI
PaeAG1_05707	CDS			hypothetical protein
PaeAG1_05708	CDS			hypothetical protein
PaeAG1_05709	CDS			hypothetical protein
PaeAG1_05710	CDS			hypothetical protein
PaeAG1_05711	CDS			hypothetical protein
PaeAG1_05712	CDS			hypothetical protein
PaeAG1_05713	CDS			hypothetical protein
PaeAG1_05714	CDS			hypothetical protein
PaeAG1_05715	CDS	hitA		ferric iron-binding periplasmic protein HitA
PaeAG1_05716	CDS	hitB		iron (III)-transporter permease HitB
PaeAG1_05717	CDS			hypothetical protein
PaeAG1_05718	CDS			paraquat-inducible protein A
PaeAG1_05719	CDS			paraquat-inducible protein A
PaeAG1_05720	rRNA			5S ribosomal RNA
PaeAG1_05721	rRNA			23S ribosomal RNA
PaeAG1_05722	tRNA			tRNA-Ala
PaeAG1_05723	tRNA			tRNA-Ile
PaeAG1_05724	rRNA			16S ribosomal RNA
PaeAG1_05725	CDS			sulfite oxidase subunit YedZ
PaeAG1_05726	CDS			sulfite oxidase subunit YedY
PaeAG1_05727	CDS	pssA		phosphatidylserine synthase
PaeAG1_05728	CDS	ilvC	1.1.1.86	ketol-acid reductoisomerase
PaeAG1_05729	CDS	ilvH	2.2.1.6	acetolactate synthase small subunit
PaeAG1_05730	CDS	ilvI_1	2.2.1.6	acetolactate synthase 3 catalytic subunit
PaeAG1_05731	CDS			hypothetical protein
PaeAG1_05732	CDS	yqcC		putative protein YqcC
PaeAG1_05733	CDS			hypothetical protein
PaeAG1_05734	CDS	mrcB		penicillin-binding protein 1B
PaeAG1_05735	CDS			hypothetical protein
PaeAG1_05736	CDS			hypothetical protein
PaeAG1_05737	CDS			hypothetical protein
PaeAG1_05738	CDS	cbpA		cAMP-binding protein A
PaeAG1_05739	CDS	xerC_2		Tyrosine recombinase XerC
PaeAG1_05740	CDS			hypothetical protein
PaeAG1_05741	CDS			hypothetical protein
PaeAG1_05742	CDS			hypothetical protein
PaeAG1_05743	CDS			hypothetical protein
PaeAG1_05744	CDS			hypothetical protein
PaeAG1_05745	CDS			hypothetical protein
PaeAG1_05746	CDS			hypothetical protein
PaeAG1_05747	CDS			hypothetical protein
PaeAG1_05748	CDS			DNA invertase
PaeAG1_05749	CDS	xerD_3		site-specific tyrosine recombinase XerD
PaeAG1_05750	CDS		3.5.2.6	Metallo-beta-lactamase type 2
PaeAG1_05751	CDS			beta-lactamase
PaeAG1_05752	CDS	folP_2		dihydropteroate synthase
PaeAG1_05753	CDS			hypothetical protein
PaeAG1_05754	CDS			IS21 family transposase IS1326
PaeAG1_05755	CDS			hypothetical protein
PaeAG1_05756	CDS			hypothetical protein
PaeAG1_05757	CDS			hypothetical protein
PaeAG1_05758	CDS			hypothetical protein
PaeAG1_05759	CDS			hypothetical protein
PaeAG1_05760	CDS			hypothetical protein
PaeAG1_05761	CDS			hemin importer ATP-binding subunit
PaeAG1_05762	CDS			ABC transporter permease
PaeAG1_05763	CDS	phuT_2		heme-transporter PhuT
PaeAG1_05764	CDS			hemin degrading factor
PaeAG1_05765	CDS	phuR		heme/hemoglobin uptake outer membrane receptor PhuR
PaeAG1_05766	CDS			hypothetical protein
PaeAG1_05767	CDS			hypothetical protein
PaeAG1_05768	CDS			hypothetical protein
PaeAG1_05769	CDS			hypothetical protein
PaeAG1_05770	CDS			aminotransferase
PaeAG1_05771	CDS	phzF2_3		trans-2,3-dihydro-3-hydroxyanthranilate isomerase
PaeAG1_05772	CDS			hypothetical protein
PaeAG1_05773	CDS			hypothetical protein
PaeAG1_05774	CDS			transporter
PaeAG1_05775	CDS	trmA	2.1.1.35	tRNA (uracil-5-)-methyltransferase
PaeAG1_05776	CDS			sugar fermentation stimulation protein A
PaeAG1_05777	CDS	aruH_1		arginine:pyruvate transaminase AruH
PaeAG1_05778	CDS	dksA_1		suppressor protein DksA
PaeAG1_05779	CDS			glutamyl-Q tRNA(Asp) synthetase
PaeAG1_05780	CDS			hypothetical protein
PaeAG1_05781	CDS	cbrA		two-component sensor CbrA
PaeAG1_05782	CDS	cbrB		two-component response regulator CbrB
PaeAG1_05783	CDS	pcnB		poly(A) polymerase
PaeAG1_05784	CDS	folK		2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase
PaeAG1_05785	CDS	panB	2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase
PaeAG1_05786	CDS	panC	6.3.2.1	pantoate--beta-alanine ligase
PaeAG1_05787	CDS	panD	4.1.1.11	aspartate alpha-decarboxylase
PaeAG1_05788	CDS	pgi	5.3.1.9	glucose-6-phosphate isomerase
PaeAG1_05789	CDS	acsB	6.2.1.1	acetyl-CoA synthetase
PaeAG1_05790	CDS			hypothetical protein
PaeAG1_05791	CDS			hypothetical protein
PaeAG1_05792	CDS			hypothetical protein
PaeAG1_05793	CDS			hypothetical protein
PaeAG1_05794	CDS			hypothetical protein
PaeAG1_05795	CDS	osmY		Osmotically-inducible protein Y
PaeAG1_05796	CDS	pnp		polynucleotide phosphorylase
PaeAG1_05797	CDS	rpsO		30S ribosomal protein S15
PaeAG1_05798	CDS	truB		tRNA pseudouridine synthase B
PaeAG1_05799	CDS	rbfA		ribosome-binding factor A
PaeAG1_05800	CDS	infB		translation initiation factor IF-2
PaeAG1_05801	CDS	nusA		transcription elongation factor NusA
PaeAG1_05802	CDS	rimP		Ribosome maturation factor RimP
PaeAG1_05803	tRNA			tRNA-Met
PaeAG1_05804	tRNA			tRNA-Leu
PaeAG1_05805	CDS	tpiA	5.3.1.1	triosephosphate isomerase
PaeAG1_05806	CDS	glmM	5.4.2.10	phosphoglucosamine mutase
PaeAG1_05807	CDS	folP_3		dihydropteroate synthase
PaeAG1_05808	CDS	ftsH_2		cell division protein FtsH
PaeAG1_05809	CDS	ftsJ		cell division protein FtsJ
PaeAG1_05810	CDS			RNA-binding protein
PaeAG1_05811	CDS			hypothetical protein
PaeAG1_05812	CDS	greA		transcription elongation factor GreA
PaeAG1_05813	CDS	carB	6.3.5.5	carbamoyl phosphate synthase large subunit
PaeAG1_05814	CDS			leucine export protein LeuE
PaeAG1_05815	CDS	carA	6.3.5.5	carbamoyl phosphate synthase small subunit
PaeAG1_05816	CDS	dapB	1.17.1.8	4-hydroxy-tetrahydrodipicolinate reductase
PaeAG1_05817	CDS	dnaJ		molecular chaperone DnaJ
PaeAG1_05818	CDS	dnaK		molecular chaperone DnaK
PaeAG1_05819	CDS	grpE		heat shock protein GrpE
PaeAG1_05820	CDS	recN		DNA repair protein RecN
PaeAG1_05821	CDS	fur		ferric uptake regulation protein
PaeAG1_05822	CDS	omlA		outer membrane lipoprotein OmlA
PaeAG1_05823	CDS	rnfH		Protein RnfH
PaeAG1_05824	CDS	ratA		Ribosome association toxin RatA
PaeAG1_05825	CDS	smpB		SsrA-binding protein
