CRTL1	CRTL2	T1	T2	id	type	name	version	description
366	751	679	608	b3630	CDS	waaP		lipopolysaccharide core heptose (I) kinase
476	1108	1060	985	b3631	CDS	waaG		lipopolysaccharide glucosyltransferase I
676	1482	1335	1249	b3632	CDS	waaQ		lipopolysaccharide core heptosyltransferase 3
383	924	630	444	b3633	CDS	waaA	2.4.99.12	KDO transferase
92	259	160	132	b3634	CDS	coaD	2.7.7.3	pantetheine-phosphate adenylyltransferase
87	178	157	113	b3635	CDS	mutM	3.2.2.23	DNA-formamidopyrimidine glycosylase
1858	3531	2494	1951	b3636	CDS	rpmG		50S ribosomal subunit protein L33
7151	18844	11960	10143	b3637	CDS	rpmB		50S ribosomal subunit protein L28
488	968	588	602	b3638	CDS	yicR		RadC-like JAB domain-containing protein YicR
396	674	812	631	b3639	CDS	dfp	4.1.1.36	fused 4'-phosphopantothenoylcysteine decarboxylase and phosphopantothenoylcysteine synthetase
304	775	819	555	b3640	CDS	dut	3.6.1.23	dUTP diphosphatase
289	750	697	538	b3641	CDS	slmA		nucleoid occlusion factor SlmA
65	110	111	80	b3642	CDS	pyrE	2.4.2.10	orotate phosphoribosyltransferase
233	736	494	409	b3643	CDS	rph	2.7.7.56	truncated RNase PH
1040	2269	1699	1552	b3644	CDS	yicC		UPF0701 family protein YicC
204	413	1553	1649	b3645	CDS	dinD		DNA damage-inducible protein D
16	20	29	22	b3646	CDS	yicG		PF03458 family inner membrane protein YicG
58	125	86	99	b3647	CDS	ligB	6.5.1.2	DNA ligase B
1983	3863	2672	2661	b3648	CDS	gmk	2.7.4.13	guanylate kinase
933	2267	2089	1973	b3649	CDS	rpoZ		RNA polymerase subunit omega
2265	5538	5782	4864	b3650	CDS	spoT	3.1.7.2	bifunctional (p)ppGpp synthase/hydrolase SpoT
189	435	460	384	b3651	CDS	trmH	2.1.1.34	tRNA (Gm18) 2'-O-methyltransferase
389	908	868	650	b3652	CDS	recG		ATP-dependent DNA helicase RecG
267	644	389	306	b3653	CDS	gltS		glutamate:sodium symporter
1122	2502	1796	949	b3654	CDS	xanP		xanthine:H(+) symporter XanP
419	1063	667	528	b3655	CDS	yicH		AsmA family protein YicH
103	264	149	146	b3656	CDS	yicI	3.2.1.177	alpha-D-xyloside xylohydrolase
27	44	26	31	b3657	CDS	yicJ		putative xyloside transporter YicJ
2	8	4	10	b3658	tRNA	selC		tRNA-Sec
16	38	4	7	b3659	CDS	setC		putative arabinose exporter
190	480	201	130	b3660	CDS	yicL		putative transporter YicL
0	0	0	0	b4797	CDS	yicU		protein YicU
857	2178	606	497	b3661	CDS	nlpA		lipoprotein-28
87	132	71	80	b4555	CDS	yicS		uncharacterized protein YicS
273	550	637	557	b3662	CDS	nepI		purine ribonucleoside exporter
84	135	147	144	b3663	CDS	yicN		DUF1198 domain-containing protein YicN
12	23	24	25	b3664	CDS	adeQ		adenine transporter
83	201	104	79	b3665	CDS	adeD	1.11.1.6	adenine deaminase
101	175	495	496	b3666	CDS	uhpT		hexose-6-phosphate:phosphate antiporter
57	112	113	117	b3667	CDS	uhpC		inner membrane protein sensing glucose-6-phosphate
190	405	399	325	b3668	CDS	uhpB	2.7.13.3	sensory histidine kinase UhpB
209	536	481	427	b3669	CDS	uhpA		DNA-binding transcriptional activator UhpA
256	592	607	470	b3670	CDS	ilvN	2.2.1.6	acetohydroxy acid synthase I subunit IlvN
1254	3378	3325	2332	b3671	CDS	ilvB	2.2.1.6	acetohydroxy acid synthase I subunit IlvB
244	476	273	260	b3672	CDS	ivbL		ilvBN operon leader peptide
106	201	1079	906	b4618	CDS	tisB		membrane-depolarizing toxin TisB
0	0	4	5	b4798	CDS	ysdE		protein YsdE
10	18	18	17	b3673	CDS	emrD		multidrug efflux pump EmrD
30	48	48	32	b3674	CDS	yidF		uncharacterized protein YidF
19	19	42	45	b3675	CDS	yidG		inner membrane protein YidG
58	112	83	79	b3676	CDS	yidH		DUF202 domain-containing inner membrane protein YidH
63	118	69	74	b3677	CDS	yidI		putative inner membrane protein YidI
43	76	54	46	b3678	CDS	yidJ		putative sulfatase/phosphatase YidJ
11	28	19	17	b3679	CDS	yidK		putative transporter YidK
15	61	15	12	b3680	CDS	yidL		putative DNA-binding transcriptional regulator YidL
14	61	32	26	b3681	CDS	glvG		putative inactive phospho-glucosidase
3	10	8	7	b3682	CDS	glvB		putative PTS enzyme II component GlvB
12	18	10	18	b3683	CDS	glvC		putative PTS enzyme II component GlvC
13	17	8	11	b3684	CDS	yidP		putative DNA-binding transcriptional regulator YidP
226	295	231	199	b3685	CDS	yidE		putative transport protein YidE
15	55	38	34	b3686	CDS	ibpB		small heat shock protein IbpB
136	259	170	154	b3687	CDS	ibpA		small heat shock protein IbpA
565	1162	598	567	b3688	CDS	yidQ		DUF1375 domain-containing putative lipoprotein YidQ
369	939	662	526	b3689	CDS	yidR		DUF3748 domain-containing galacturonate catabolism protein YidR
8	38	16	19	b3690	CDS	cbrA		colicin M resistance protein
16	40	19	19	b3691	CDS	dgoT		D-galactonate:H(+) symporter
40	63	46	51	b4478	CDS	dgoD	4.2.1.6	D-galactonate dehydratase
10	23	16	14	b4477	CDS	dgoA	4.1.2.21	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
22	73	47	31	b3693	CDS	dgoK	2.7.1.58	2-dehydro-3-deoxygalactonokinase
53	158	81	72	b4479	CDS	dgoR		DNA-binding transcriptional regulator DgoR
104	156	111	97	b3696	CDS	yidX		putative lipoprotein YidX
496	1285	1014	825	b3697	CDS	yidA	3.1.3.23	sugar phosphatase YidA
51	145	107	89	b3698	CDS	yidB		DUF937 domain-containing protein YidB
3659	8229	9367	8365	b3699	CDS	gyrB	5.6.2.2	DNA gyrase subunit B
705	1412	1580	1320	b3700	CDS	recF		DNA repair protein RecF
1253	2946	2600	2054	b3701	CDS	dnaN		beta sliding clamp
2594	6854	4914	3963	b3702	CDS	dnaA		chromosomal replication initiator protein DnaA
38	48	29	34	b4757	CDS	ysdD		protein YsdD
1907	2717	2330	2286	b3703	CDS	rpmH		50S ribosomal subunit protein L34
1174	2418	2859	2215	b3704	CDS	rnpA	3.1.26.5	RNase P protein component
246	609	662	565	b4557	CDS	yidD		membrane protein insertion efficiency factor
3949	8851	9762	7302	b3705	CDS	yidC		membrane protein insertase YidC
525	1347	1441	1100	b3706	CDS	mnmE		5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit
1	1	0	0	b3707	CDS	tnaC		tnaAB operon leader peptide
13	22	11	9	b3708	CDS	tnaA	4.1.99.1	tryptophanase
22	28	13	15	b3709	CDS	tnaB		tryptophan:H(+) symporter TnaB
53	84	108	76	b3710	CDS	mdtL		efflux pump MdtL
115	286	230	202	b3711	CDS	yidZ		putative LysR-type transcriptional regulator YidZ
339	704	737	676	b3712	CDS	yieE		putative phosphopantetheinyl transferase
325	730	881	812	b3713	CDS	yieF	1.6.5.2	chromate reductase
1554	3270	3275	2312	b3714	CDS	adeP		adenine:H(+) symporter
194	464	220	201	b3715	CDS	yieH		6-phosphogluconate phosphatase
57	138	41	39	b3716	CDS	cbrB		putative inner membrane protein
111	152	71	59	b3717	CDS	cbrC		UPF0167 family colicin E2 tolerance protein CbrC
19	34	17	23	b3718	CDS	yieK		putative glucosamine-6-phosphate deaminase YieK
22	42	22	11	b3719	CDS	yieL		putative hydrolase YieL
6	18	14	8	b3720	CDS	bglH		carbohydrate-specific outer membrane porin, cryptic
11	23	9	10	b3721	CDS	bglB	3.2.1.86	6-phospho-beta-glucosidase B
316	443	455	471	b3722	CDS	bglF	2.7.1.199	beta-glucoside specific PTS enzyme II/BglG kinase/BglG phosphatase
6	7	2	2	b3723	CDS	bglG		transcriptional antiterminator BglG
198	587	408	378	b3724	CDS	phoU		negative regulator of the pho regulon
221	591	413	405	b3725	CDS	pstB	7.3.2.1	phosphate ABC transporter ATP binding subunit
129	357	277	221	b3726	CDS	pstA	7.3.2.1	phosphate ABC transporter membrane subunit PstA
76	160	105	100	b3727	CDS	pstC	7.3.2.1	phosphate ABC transporter membrane subunit PstC
280	796	392	349	b3728	CDS	pstS	7.3.2.1	phosphate ABC transporter periplasmic binding protein
3327	8480	9404	7339	b3729	CDS	glmS	2.6.1.16	L-glutamine--D-fructose-6-phosphate aminotransferase
2107	5635	5368	4190	b3730	CDS	glmU	2.3.1.157	fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase
2336	4924	5513	5010	b3731	CDS	atpC	7.1.2.2	ATP synthase F1 complex subunit epsilon
10225	22340	27953	24349	b3732	CDS	atpD	7.1.2.2	ATP synthase F1 complex subunit beta
5771	12499	14959	12913	b3733	CDS	atpG	7.1.2.2	ATP synthase F1 complex subunit gamma
10586	23905	26737	22541	b3734	CDS	atpA	7.1.2.2	ATP synthase F1 complex subunit alpha
2628	7070	7651	6602	b3735	CDS	atpH	7.1.2.2	ATP synthase F1 complex subunit delta
4170	11498	10423	9305	b3736	CDS	atpF	7.1.2.2	ATP synthase Fo complex subunit b
2451	6286	5554	4955	b3737	CDS	atpE	7.1.2.2	ATP synthase Fo complex subunit c
4307	9345	7400	5744	b3738	CDS	atpB	7.1.2.2	ATP synthase Fo complex subunit a
593	866	533	484	b3739	CDS	atpI		ATP synthase accessory factor AtpI
392	925	603	588	b3740	CDS	rsmG	2.1.1.170	16S rRNA m(7)G527 methyltransferase
1192	3410	3370	2759	b3741	CDS	mnmG		5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG
938	1960	1672	1691	b3742	CDS	mioC		flavoprotein MioC
101	291	263	250	b3743	CDS	asnC		DNA-binding transcriptional dual regulator AsnC
288	553	492	458	b3744	CDS	asnA	6.3.1.1	asparagine synthetase A
275	680	780	542	b3745	CDS	viaA		protein ViaA
311	761	633	541	b3746	CDS	ravA	3.6.4.10	regulatory ATPase RavA
462	1000	825	764	b3747	CDS	kup		K(+):H(+) symporter Kup
84	146	79	75	b3748	CDS	rbsD	5.4.99.62	D-ribose pyranase
197	524	371	223	b3749	CDS	rbsA		ribose ABC transporter ATP binding subunit
301	534	493	351	b3750	CDS	rbsC		ribose ABC transporter membrane subunit
1773	2720	1534	1277	b3751	CDS	rbsB		ribose ABC transporter periplasmic binding protein
291	652	546	466	b3752	CDS	rbsK	2.7.1.15	ribokinase
130	356	292	257	b3753	CDS	rbsR		DNA-binding transcriptional dual regulator RbsR
170	403	269	244	b3754	CDS	hsrA		putative transporter HsrA
803	2185	1235	1209	b3755	CDS	yieP		DNA-binding transcriptional regulator YieP
3973.11	4199.64	3312.99	1672.73	b3756	rRNA	rrsC		16S ribosomal RNA
419	541.75	194.5	123.25	b3757	tRNA	gltU		tRNA-Glu
8199.54	8389.03	6919.01	2753.41	b3758	rRNA	rrlC		23S ribosomal RNA
2369.5	4855.15	2437.93	1824.07	b3759	rRNA	rrfC		5S ribosomal RNA
101.333	190	116.667	101	b3760	tRNA	aspT		tRNA-Asp
344	858	447	395	b3761	tRNA	trpT		tRNA-Trp
419	823	618	583	b4480	CDS	hdfR		DNA-binding transcriptional dual regulator HdfR
587	1404	459	378	b3764	CDS	maoP		macrodomain Ori protein
78	198	120	85	b3765	CDS	yifB		putative magnesium chelatase YifB
588	1067	186	186	b3766	CDS	ilvL		ilvXGMEDA operon leader peptide
465	678	141	125	b4669	CDS	ilvX		uncharacterized protein IlvX
186	218	286	242	b3769	CDS	ilvM	2.2.1.6	acetolactate synthase II subunit IlvM
1011	1961	2648	2336	b3770	CDS	ilvE	2.6.1.27	branched-chain-amino-acid aminotransferase
1437	2868	4873	4275	b3771	CDS	ilvD	4.2.1.9	dihydroxy-acid dehydratase
776	1627	2375	2130	b3772	CDS	ilvA	4.3.1.19	threonine deaminase
120	236	236	231	b3773	CDS	ilvY		DNA-binding transcriptional dual regulator IlvY
7117	18265	8508	5928	b3774	CDS	ilvC	1.1.1.169	ketol-acid reductoisomerase (NADP(+))
221	517	448	335	b3775	CDS	ppiC	5.2.1.8	peptidyl-prolyl cis-trans isomerase C
387	961	1001	781	b3778	CDS	rep		ATP-dependent DNA helicase Rep
1637	3212	4793	4262	b3779	CDS	gpp	3.6.1.40	guanosine-5'-triphosphate,3'-diphosphate phosphatase
3187	6020	8748	8003	b3780	CDS	rhlB		ATP-dependent RNA helicase RhlB
5701	14548	9327	8872	b3781	CDS	trxA		thioredoxin 1
1576	2830	1591	1491	b3782	CDS	rhoL		rho operon leader peptide
7522	19419	15028	12800	b3783	CDS	rho		transcription termination factor Rho
845	1734	1369	1139	b3784	CDS	rfe	2.7.8.33	UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase
750	1817	1412	1274	b3785	CDS	wzzE		enterobacterial common antigen polysaccharide co-polymerase
1069	2592	2304	1914	b3786	CDS	wecB	5.1.3.14	UDP-N-acetylglucosamine 2-epimerase
1030	2568	2683	2280	b3787	CDS	wecC	1.1.1.336	UDP-N-acetyl-D-mannosamine dehydrogenase
656	1563	1607	1370	b3788	CDS	rffG	4.2.1.46	dTDP-glucose 4,6-dehydratase 2
473	898	1040	901	b3789	CDS	rffH	2.7.7.24	dTDP-glucose pyrophosphorylase 2
186	439	487	377	b3790	CDS	rffC	2.3.1.210	dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase
454	1059	1047	874	b3791	CDS	wecE	2.6.1.59	dTDP-4-dehydro-6-deoxy-D-glucose transaminase
453	750	681	632	b3792	CDS	wzxE		lipid III flippase
476	895	748	574	b4481	CDS	wecF	2.4.1.325	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
247	459	445	376	b3793	CDS	wzyE		putative enterobacterial common antigen polymerase
284	572	421	415	b3794	CDS	rffM	2.4.1.180	UDP-N-acetyl-D-mannosaminuronic acid transferase
675	1420	1567	1270	b3795	CDS	yifK		putative transporter YifK
334	470	246	301	b3796	tRNA	argX		tRNA-Arg
273	329	155	239	b3797	tRNA	hisR		tRNA-His
69.4371	64.4746	36.5347	49.1413	b3798	tRNA	leuT		tRNA-Leu
20	48	20	27	b3799	tRNA	proM		tRNA-Pro
39	64	54	50	b3800	CDS	aslB		putative anaerobic sulfatase maturation enzyme AslB
50	131	96	73	b3801	CDS	aslA		putative sulfatase AslA
991	2447	2277	1943	b3802	CDS	hemY		protein HemY
877	2047	1979	1751	b3803	CDS	hemX		PF04375 family protein HemX
350	954	884	739	b3804	CDS	hemD	4.2.1.75	uroporphyrinogen-III synthase
788	2020	1983	1789	b3805	CDS	hemC	2.5.1.61	hydroxymethylbilane synthase
5757	11822	8223	6632	b3806	CDS	cyaA	4.6.1.1	adenylate cyclase
100.626	233.301	135.104	141.617	b3807	CDS	cyaY		frataxin CyaY
72.3744	173.699	103.896	87.3835	b3808	CDS	yzcX		protein YzcX
406	1076	909	925	b4558	CDS	yifL		putative lipoprotein YifL
716	1499	1593	1399	b3809	CDS	dapF	5.1.1.7	diaminopimelate epimerase
389	819	1084	907	b3810	CDS	yigA		DUF484 domain-containing protein YigA
563	1294	1451	1261	b3811	CDS	xerC		site-specific tyrosine recombinase
320	712	869	713	b3812	CDS	yigB	3.1.3.102	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase
1027	1935	4046	3322	b3813	CDS	uvrD		DNA helicase II
32	113	135	119	b4482	CDS	yigE		DUF2233 domain-containing protein YigE
38	54	16	30	b4799	CDS	ysgD		protein YsgD
400	806	461	400	b3816	CDS	corA		Ni(2(+))/Co(2(+))/Mg(2(+)) transporter
40	60	11	15	b3817	CDS	yigF		DUF2628 domain-containing protein YigF
12	6	1	7	b3818	CDS	yigG		inner membrane protein
150	314	251	230	b3819	CDS	rarD		putative transporter RarD
104	217	181	164	b3820	CDS	yigI		putative thioesterase YigI
374	773	476	361	b3821	CDS	pldA	3.1.1.32	outer membrane phospholipase A
448	1010	930	723	b3822	CDS	recQ		ATP-dependent DNA helicase RecQ
441	918	943	801	b3823	CDS	rhtC		L-threonine exporter
178	325	324	274	b3824	CDS	rhtB		L-homoserine/L-homoserine lactone/L-threonine exporter
579	1037	1019	834	b3825	CDS	pldB		lysophospholipase L2
407	750	799	599	b3826	CDS	yigL	3.1.3.23	phosphosugar phosphatase YigL
211.729	414	457.809	373.816	b3827	CDS	bioP		biotin transporter
85.2709	181	117.191	91.1841	b3828	CDS	metR		DNA-binding transcriptional dual regulator MetR
26378	58062	43654	34203	b3829	CDS	metE	2.1.1.14	cobalamin-independent homocysteine transmethylase
1416	3174	3531	3341	b3830	CDS	ysgA		putative dienelactone hydrolase
1184	2769	2152	1743	b3831	CDS	udp	2.4.2.3	uridine phosphorylase
224	602	924	795	b3832	CDS	rmuC		putative recombination limiting protein RmuC
954	2287	2806	2218	b3833	CDS	ubiE	2.1.1.163	bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinol methylase and demethylmenaquinone methyltransferase
329	1040	1304	1086	b3834	CDS	ubiJ		ubiquinone biosynthesis accessory factor UbiJ
1105	2449	2847	2641	b3835	CDS	ubiB		ubiquinone biosynthesis protein UbiB
763	1732	1362	1202	b3836	CDS	tatA		twin arginine protein translocation system - TatA protein
591	1782	1709	1461	b3838	CDS	tatB		twin arginine protein translocation system - TatB protein
477	964	1166	912	b3839	CDS	tatC		twin arginine protein translocation system - TatC protein
126	300	250	183	b4483	CDS	tatD	3.1.11.1	3' -> 5' ssDNA/RNA exonuclease TatD
249	574	316	320	b3842	CDS	rfaH		transcription antiterminator RfaH
1357	3534	2922	2462	b3843	CDS	ubiD	4.1.1.98	3-octaprenyl-4-hydroxybenzoate decarboxylase
900	2150	1809	1494	b3844	CDS	fre	1.5.1.30	NAD(P)H-flavin reductase
158	512	379	327	b3845	CDS	fadA	2.3.1.16	3-ketoacyl-CoA thiolase
113	288	230	229	b3846	CDS	fadB	1.1.1.35	multifunctional enoyl-CoA hydratase, 3-hydroxyacyl-CoA epimerase, Delta(3)-cis- Delta(2)-trans-enoyl-CoA isomerase, L-3-hydroxyacyl-CoA dehydrogenase
1251	3218	3478	3061	b3847	CDS	pepQ	3.4.13.9	Xaa-Pro dipeptidase
199	432	604	621	b3848	CDS	yigZ		IMPACT family member YigZ
531	1142	1120	972	b3849	CDS	trkH		K(+) transporter TrkH
333	810	677	548	b3850	CDS	hemG	1.3.5.3	protoporphyrinogen oxidase
2586.94	3247.1	2325.65	875.548	b3851	rRNA	rrsA		16S ribosomal RNA
309.667	414.667	164.667	92	b3852	tRNA	ileT		tRNA-Ile
138	172	74.6667	42.6667	b3853	tRNA	alaT		tRNA-Ala
7987.04	9177.15	6912.23	2539.82	b3854	rRNA	rrlA		23S ribosomal RNA
2457.25	4741.76	2116.61	1344.76	b3855	rRNA	rrfA		5S ribosomal RNA
52	78	87	78	b3856	CDS	mobB		molybdopterin-guanine dinucleotide biosynthesis adaptor protein
63	158	112	108	b3857	CDS	mobA	2.7.7.77	molybdenum cofactor guanylyltransferase
252	644	321	334	b3858	CDS	yihD		DUF1040 domain-containing protein YihD
922	2294	1683	1809	b3859	CDS	srkA	2.7.11.1	stress response kinase A
1395	3195	2258	1982	b3860	CDS	dsbA	1.8.4.15	thiol:disulfide oxidoreductase DsbA
57	111	44	40	b3861	CDS	yihF		DUF945 domain-containing protein YihF
141	210	109	87	b3862	CDS	yihG		1-acylglycerol-3-phosphate O-acyltransferase YihG
1687	3888	3152	2597	b3863	CDS	polA	2.7.7.7	DNA polymerase I
589	1282	1244	1190	b3865	CDS	yihA		GTP-binding protein YihA
400	882	817	638	b3866	CDS	yihI		Der GTPase-activating protein YihI
674	1431	1271	913	b3867	CDS	hemN	1.3.98.3	coproporphyrinogen III dehydrogenase
215	311	182	160	b4686	CDS	yshB		uncharacterized protein YshB
252	563	649	518	b3868	CDS	glnG		DNA-binding transcriptional dual regulator NtrC
351	645	936	794	b3869	CDS	glnL	2.7.13.3	sensory histidine kinase NtrB
6139	11143	11086	9483	b3870	CDS	glnA	6.3.1.2	glutamine synthetase
9038	24690	23892	20919	b3871	CDS	bipA		50S ribosomal subunit assembly factor BipA
62	117	81	71	b3872	CDS	yihL		putative transcriptional regulator YihL
60	114	54	53	b3873	CDS	yihM		putative TIM barrel domain-containing protein YihM
19	47	14	14	b3874	CDS	yihN		putative transporter YihN
11	7	3	5	b3875	CDS	ompL		putative outer membrane porin L
31	60	24	19	b3876	CDS	yihO		putative sulfoquinovose transporter
27	50	33	39	b3877	CDS	yihP		putative 2,3-dihydroxypropane-1-sulfonate export protein
35	22	34	11	b3878	CDS	yihQ	3.2.1.199	sulfoquinovosidase
14	30	8	12	b3879	CDS	yihR		putative sulfoquinovose mutarotase YihR
45	84	97	61	b3880	CDS	yihS	5.3.1.31	sulfoquinovose isomerase
16	23	39	22	b3881	CDS	yihT	4.1.2.57	6-deoxy-6-sulfofructose-1-phosphate aldolase
11	21	19	15	b3882	CDS	yihU	1.1.1.373	3-sulfolactaldehyde reductase
18	49	38	34	b3883	CDS	yihV	2.7.1.184	6-deoxy-6-sulfofructose kinase
140	281	148	145	b3884	CDS	csqR		DNA-binding transcriptional dual regulator CsqR
205	440	363	362	b3885	CDS	yihX	3.1.3.10	alpha-D-glucose-1-phosphate phosphatase YihX
309	639	568	501	b3886	CDS	yihY		PF03631 family membrane protein YihY
273	1045	622	553	b3887	CDS	dtd	3.1.1.96	D-aminoacyl-tRNA deacylase
710	1850	1536	1371	b3888	CDS	fabY		putative fatty acid biosynthesis enzyme FabY
1	4	2	2	b3889	CDS	yiiE		putative DNA-binding transcriptional regulator YiiE
23	66	47	25	b3890	CDS	yiiF		protein YiiF
384	866	1453	1258	b3891	CDS	fdhE		formate dehydrogenase formation protein
285	551	1610	1315	b3892	CDS	fdoI	1.17.5.3	formate dehydrogenase O subunit gamma
451	1193	3712	3220.99	b3893	CDS	fdoH	1.17.5.3	formate dehydrogenase O subunit beta
3715.98	8693.94	17581	15014	b3894	CDS	fdoG	1.17.5.3	formate dehydrogenase O subunit alpha
252	549	340	349	b3895	CDS	fdhD		sulfurtransferase for molybdenum cofactor sulfuration
20	64	28	20	b3896	CDS	yiiG		DUF3829 domain-containing lipoprotein YiiG
18	34	27	25	b3897	CDS	frvR		putative transcriptional regulator FrvR
22	62	22	30	b3898	CDS	frvX		peptidase M42 family protein FrvX
18	18	23	16	b3899	CDS	frvB		putative PTS enzyme IIBC component FrvB
5	8	6	1	b3900	CDS	frvA		putative PTS enzyme IIA component FrvA
11	21	6	8	b3901	CDS	rhaM	5.1.3.32	L-rhamnose mutarotase
18	32	37	25	b3902	CDS	rhaD	4.1.2.19	rhamnulose-1-phosphate aldolase
11	28	24	16	b3903	CDS	rhaA	5.3.1.14	L-rhamnose isomerase
7	15	14	10	b3904	CDS	rhaB	2.7.1.5	rhamnulokinase
18	23	15	15	b3905	CDS	rhaS		DNA-binding transcriptional activator RhaS
18	52	31	16	b3906	CDS	rhaR		DNA-binding transcriptional activator RhaR
28	75	48	41	b3907	CDS	rhaT		rhamnose/lyxose:H(+) symporter
7132	20424	20551	18419	b3908	CDS	sodA	1.15.1.1	superoxide dismutase (Mn)
72	126	115	114	b3909	CDS	kdgT		2-dehydro-3-deoxy-D-gluconate:H(+) symporter
307	543	465	423	b3910	CDS	yiiM		2-amino-6-N-hydroxylaminopurine resistance protein
818	2209	2030	1568	b3911	CDS	cpxA	2.7.13.2	sensor histidine kinase CpxA
776	1687	1194	1067	b3912	CDS	cpxR		DNA-binding transcriptional dual regulator CpxR
1610	2932	2554	4799	b4484	CDS	cpxP		periplasmic protein CpxP
769	1675	1413	1241	b3915	CDS	fieF		Zn(2(+))/Fe(2(+))/Cd(2(+)) exporter
